,label,score
78,POSITIVE,0.9899465441703796
79,POSITIVE,0.9861220717430115
80,NEGATIVE,0.9955301880836487
81,POSITIVE,0.9882112145423889
82,NEGATIVE,0.9941245913505554
83,POSITIVE,0.940650463104248
84,NEGATIVE,0.9965870380401611
85,NEGATIVE,0.9974179267883301
86,POSITIVE,0.9989125728607178
87,POSITIVE,0.9883214831352234
88,NEGATIVE,0.9558160901069641
89,POSITIVE,0.5874343514442444
90,NEGATIVE,0.9098031520843506
91,POSITIVE,0.9990691542625427
92,NEGATIVE,0.9994871616363525
93,POSITIVE,0.9738121628761292
94,NEGATIVE,0.9470906257629395
95,POSITIVE,0.9984392523765564
96,POSITIVE,0.9993793964385986
97,POSITIVE,0.8833125233650208
98,NEGATIVE,0.9874885678291321
99,NEGATIVE,0.983924388885498
100,POSITIVE,0.9784191846847534
101,NEGATIVE,0.9946519136428833
102,POSITIVE,0.9973039627075195
103,POSITIVE,0.629777193069458
104,POSITIVE,0.9994943141937256
105,NEGATIVE,0.9775675535202026
106,NEGATIVE,0.9880656003952026
107,NEGATIVE,0.9882979989051819
108,POSITIVE,0.9965773224830627
109,NEGATIVE,0.9924073815345764
110,NEGATIVE,0.9839617013931274
111,POSITIVE,0.9996795654296875
112,NEGATIVE,0.9864740967750549
113,POSITIVE,0.9995748400688171
114,POSITIVE,0.9996974468231201
115,NEGATIVE,0.9991636276245117
116,NEGATIVE,0.9973516464233398
117,NEGATIVE,0.9893134236335754
118,NEGATIVE,0.9014392495155334
119,NEGATIVE,0.9877845048904419
120,NEGATIVE,0.9938732385635376
121,POSITIVE,0.9998675584793091
122,POSITIVE,0.9996421337127686
123,POSITIVE,0.98123699426651
124,POSITIVE,0.9616734385490417
125,POSITIVE,0.9994250535964966
126,NEGATIVE,0.7048619389533997
127,POSITIVE,0.9993209838867188
128,NEGATIVE,0.9786633253097534
129,NEGATIVE,0.9406164288520813
130,POSITIVE,0.9977250695228577
131,POSITIVE,0.9990804195404053
132,POSITIVE,0.9584593772888184
133,NEGATIVE,0.9995937943458557
134,POSITIVE,0.9997325539588928
135,POSITIVE,0.9981643557548523
136,POSITIVE,0.7241195440292358
137,POSITIVE,0.9938967823982239
138,POSITIVE,0.9992365837097168
139,NEGATIVE,0.9997726082801819
140,POSITIVE,0.8300395011901855
141,POSITIVE,0.9651665687561035
142,NEGATIVE,0.9779625535011292
143,POSITIVE,0.9148649573326111
144,NEGATIVE,0.9991723299026489
145,NEGATIVE,0.9997078776359558
146,POSITIVE,0.9997531771659851
147,POSITIVE,0.9986703395843506
148,POSITIVE,0.9993149042129517
149,POSITIVE,0.9935480952262878
150,POSITIVE,0.9933300614356995
151,POSITIVE,0.9996510744094849
152,POSITIVE,0.9047097563743591
153,POSITIVE,0.9972673654556274
154,POSITIVE,0.9998317956924438
155,NEGATIVE,0.7269899249076843
156,NEGATIVE,0.9993984699249268
157,NEGATIVE,0.8229370713233948
158,NEGATIVE,0.9132573008537292
159,POSITIVE,0.9981309771537781
160,NEGATIVE,0.9996260404586792
161,POSITIVE,0.999809205532074
162,NEGATIVE,0.9983000159263611
163,POSITIVE,0.9986750483512878
164,NEGATIVE,0.9986439347267151
165,POSITIVE,0.9935107827186584
166,POSITIVE,0.9997015595436096
167,POSITIVE,0.995205283164978
168,NEGATIVE,0.9751372933387756
169,NEGATIVE,0.9863212704658508
170,POSITIVE,0.9431723356246948
171,POSITIVE,0.9981308579444885
172,POSITIVE,0.9322746396064758
173,POSITIVE,0.999704897403717
174,POSITIVE,0.9972140192985535
175,POSITIVE,0.9988318085670471
176,POSITIVE,0.9970792531967163
177,POSITIVE,0.9995686411857605
178,POSITIVE,0.9961355924606323
179,NEGATIVE,0.9959142804145813
180,NEGATIVE,0.925667405128479
181,POSITIVE,0.998970627784729
182,POSITIVE,0.9354433417320251
183,POSITIVE,0.9990609288215637
184,POSITIVE,0.9998546838760376
185,NEGATIVE,0.9987339377403259
186,POSITIVE,0.9958065748214722
187,NEGATIVE,0.9966524243354797
188,NEGATIVE,0.9996436834335327
189,NEGATIVE,0.9995794892311096
190,NEGATIVE,0.9996157884597778
191,NEGATIVE,0.9508673548698425
192,NEGATIVE,0.9958037734031677
193,NEGATIVE,0.6751282811164856
194,POSITIVE,0.9937065243721008
195,POSITIVE,0.9972912669181824
196,NEGATIVE,0.9981759786605835
197,NEGATIVE,0.9993414282798767
198,NEGATIVE,0.9826592206954956
199,NEGATIVE,0.9992625117301941
200,NEGATIVE,0.9916781187057495
201,NEGATIVE,0.998843789100647
202,NEGATIVE,0.9886256456375122
203,NEGATIVE,0.9980979561805725
204,POSITIVE,0.9344432353973389
205,NEGATIVE,0.9867849946022034
206,POSITIVE,0.8893415331840515
207,NEGATIVE,0.9927957653999329
208,POSITIVE,0.5201290845870972
209,NEGATIVE,0.9981746673583984
210,POSITIVE,0.9988104104995728
211,POSITIVE,0.8456565737724304
212,POSITIVE,0.6852971911430359
213,NEGATIVE,0.7992808818817139
214,POSITIVE,0.9967838525772095
215,NEGATIVE,0.9975143671035767
216,NEGATIVE,0.9933664202690125
217,NEGATIVE,0.9996534585952759
218,NEGATIVE,0.8815591335296631
219,NEGATIVE,0.6514145135879517
220,POSITIVE,0.9982566237449646
221,NEGATIVE,0.9969616532325745
222,POSITIVE,0.5820161700248718
223,POSITIVE,0.9981118440628052
224,NEGATIVE,0.9995648264884949
225,NEGATIVE,0.9963619112968445
226,POSITIVE,0.9926173090934753
227,NEGATIVE,0.9895347952842712
228,NEGATIVE,0.9924702644348145
229,POSITIVE,0.9589816927909851
230,POSITIVE,0.999258816242218
231,NEGATIVE,0.9990457892417908
232,NEGATIVE,0.530576229095459
233,NEGATIVE,0.972510576248169
234,NEGATIVE,0.995635449886322
235,POSITIVE,0.9821181297302246
236,NEGATIVE,0.9967014193534851
237,POSITIVE,0.929907500743866
238,POSITIVE,0.9996090531349182
239,POSITIVE,0.9364569187164307
240,POSITIVE,0.902742862701416
241,NEGATIVE,0.9972447156906128
242,NEGATIVE,0.99528968334198
243,NEGATIVE,0.8224514722824097
244,NEGATIVE,0.9672607183456421
245,POSITIVE,0.6889628171920776
246,POSITIVE,0.9956918358802795
247,POSITIVE,0.9904035329818726
248,POSITIVE,0.9991663694381714
249,POSITIVE,0.9928960204124451
250,POSITIVE,0.5191951394081116
251,NEGATIVE,0.9975392818450928
252,NEGATIVE,0.9987523555755615
253,NEGATIVE,0.9979920387268066
254,POSITIVE,0.7115316987037659
255,NEGATIVE,0.9302690625190735
256,POSITIVE,0.9985966086387634
257,POSITIVE,0.9889281988143921
258,NEGATIVE,0.9997280240058899
259,NEGATIVE,0.9775505065917969
260,NEGATIVE,0.9861736297607422
261,NEGATIVE,0.9991657733917236
262,NEGATIVE,0.9701917767524719
263,POSITIVE,0.9990911483764648
264,POSITIVE,0.9856693744659424
265,NEGATIVE,0.9991294741630554
266,POSITIVE,0.9997244477272034
267,POSITIVE,0.9998602867126465
268,POSITIVE,0.975683867931366
269,NEGATIVE,0.998908519744873
270,NEGATIVE,0.9983409643173218
271,NEGATIVE,0.9943519830703735
272,NEGATIVE,0.553412675857544
273,NEGATIVE,0.9870219826698303
274,NEGATIVE,0.9701194167137146
275,POSITIVE,0.9868849515914917
276,NEGATIVE,0.9974708557128906
277,NEGATIVE,0.9988049268722534
278,NEGATIVE,0.9940546154975891
279,NEGATIVE,0.9992268085479736
280,POSITIVE,0.9873392581939697
281,NEGATIVE,0.9995336532592773
282,POSITIVE,0.9973381161689758
283,NEGATIVE,0.9996917247772217
284,NEGATIVE,0.9985224604606628
285,POSITIVE,0.9996452331542969
286,POSITIVE,0.9991827607154846
287,POSITIVE,0.9998506307601929
288,POSITIVE,0.9998339414596558
289,POSITIVE,0.9970638155937195
290,POSITIVE,0.9963452219963074
291,POSITIVE,0.9998456239700317
292,POSITIVE,0.997805655002594
293,POSITIVE,0.9991804957389832
294,POSITIVE,0.9865031242370605
295,POSITIVE,0.9981993436813354
296,NEGATIVE,0.9986716508865356
297,NEGATIVE,0.9355623126029968
298,POSITIVE,0.8295960426330566
299,NEGATIVE,0.5942047834396362
300,NEGATIVE,0.9952656030654907
301,NEGATIVE,0.9916585087776184
302,NEGATIVE,0.9990656971931458
303,POSITIVE,0.986493706703186
304,NEGATIVE,0.9014281034469604
305,POSITIVE,0.9997965693473816
306,NEGATIVE,0.9994458556175232
307,NEGATIVE,0.9993928670883179
308,NEGATIVE,0.9971412420272827
309,NEGATIVE,0.9889539480209351
310,POSITIVE,0.9967259168624878
311,NEGATIVE,0.9990190267562866
312,POSITIVE,0.9989676475524902
313,NEGATIVE,0.9909537434577942
314,POSITIVE,0.9998592138290405
315,POSITIVE,0.9859628081321716
316,POSITIVE,0.9966797828674316
317,POSITIVE,0.9524210095405579
318,NEGATIVE,0.996148943901062
319,POSITIVE,0.9951013922691345
320,NEGATIVE,0.6175485849380493
321,POSITIVE,0.9996101260185242
322,POSITIVE,0.9948404431343079
323,NEGATIVE,0.9975505471229553
324,POSITIVE,0.9997703433036804
325,NEGATIVE,0.9658417701721191
326,NEGATIVE,0.9588752388954163
327,POSITIVE,0.9998067021369934
328,POSITIVE,0.9996225833892822
329,NEGATIVE,0.9971279501914978
330,POSITIVE,0.7711687684059143
331,NEGATIVE,0.9964746832847595
332,POSITIVE,0.9956672191619873
333,POSITIVE,0.9777677655220032
334,NEGATIVE,0.9833415150642395
335,POSITIVE,0.9588403105735779
336,NEGATIVE,0.9903544187545776
337,NEGATIVE,0.9992191791534424
338,NEGATIVE,0.9873359799385071
339,POSITIVE,0.9998574256896973
340,POSITIVE,0.999160647392273
341,NEGATIVE,0.9452396631240845
342,NEGATIVE,0.9986529350280762
343,POSITIVE,0.9894362688064575
344,POSITIVE,0.999729573726654
345,NEGATIVE,0.9702179431915283
346,NEGATIVE,0.9996955394744873
347,NEGATIVE,0.998390793800354
348,POSITIVE,0.9997199177742004
349,POSITIVE,0.9980747699737549
350,POSITIVE,0.7666674256324768
351,POSITIVE,0.9986214637756348
352,NEGATIVE,0.9714085459709167
353,NEGATIVE,0.9991579055786133
354,NEGATIVE,0.9977132081985474
355,POSITIVE,0.9921006560325623
356,NEGATIVE,0.9053909182548523
357,POSITIVE,0.99916672706604
358,NEGATIVE,0.9961037635803223
359,NEGATIVE,0.9981725215911865
360,NEGATIVE,0.8514631390571594
361,POSITIVE,0.9994381070137024
362,POSITIVE,0.9636964201927185
363,NEGATIVE,0.9961208701133728
364,NEGATIVE,0.9748935699462891
365,NEGATIVE,0.9974989295005798
366,POSITIVE,0.9997408986091614
367,POSITIVE,0.9998419284820557
368,POSITIVE,0.9967501163482666
369,NEGATIVE,0.9925649166107178
370,POSITIVE,0.9998552799224854
371,NEGATIVE,0.9924862384796143
372,NEGATIVE,0.9878250956535339
373,NEGATIVE,0.9953383207321167
374,NEGATIVE,0.9529706239700317
375,POSITIVE,0.9986734390258789
376,POSITIVE,0.9992214441299438
377,POSITIVE,0.9959112405776978
378,NEGATIVE,0.9948522448539734
379,POSITIVE,0.597017228603363
380,POSITIVE,0.9907475709915161
381,NEGATIVE,0.9939253926277161
382,POSITIVE,0.9957439303398132
383,NEGATIVE,0.9874163866043091
384,POSITIVE,0.9938109517097473
385,NEGATIVE,0.9961672425270081
386,NEGATIVE,0.9895592927932739
387,POSITIVE,0.9642601013183594
388,NEGATIVE,0.9812719225883484
389,POSITIVE,0.8355359435081482
390,POSITIVE,0.9972811937332153
391,POSITIVE,0.9996702671051025
392,POSITIVE,0.999203622341156
393,POSITIVE,0.9998446702957153
394,NEGATIVE,0.9950903654098511
395,POSITIVE,0.9976140260696411
396,NEGATIVE,0.8539581894874573
397,NEGATIVE,0.9946740865707397
398,NEGATIVE,0.9345117211341858
399,POSITIVE,0.9606855511665344
400,POSITIVE,0.9877832531929016
401,NEGATIVE,0.9994288086891174
402,NEGATIVE,0.9848760366439819
403,POSITIVE,0.9949235320091248
404,NEGATIVE,0.7893120646476746
405,POSITIVE,0.9865580201148987
406,NEGATIVE,0.9958010315895081
407,POSITIVE,0.9983420372009277
408,NEGATIVE,0.7295401692390442
409,NEGATIVE,0.5579720139503479
410,POSITIVE,0.9478020071983337
411,NEGATIVE,0.9992689490318298
412,POSITIVE,0.9917705059051514
413,POSITIVE,0.9949856996536255
414,NEGATIVE,0.9965834021568298
415,POSITIVE,0.995451033115387
416,NEGATIVE,0.9901401400566101
417,POSITIVE,0.9488562941551208
418,POSITIVE,0.9596484899520874
419,NEGATIVE,0.9951851963996887
420,NEGATIVE,0.7280353307723999
421,POSITIVE,0.9995408058166504
422,POSITIVE,0.6473323702812195
423,POSITIVE,0.9041668772697449
424,NEGATIVE,0.8372432589530945
425,POSITIVE,0.9972737431526184
426,NEGATIVE,0.9989849925041199
427,NEGATIVE,0.9832971096038818
428,NEGATIVE,0.9919518232345581
429,NEGATIVE,0.9747573733329773
430,POSITIVE,0.999861478805542
431,POSITIVE,0.9990230798721313
432,POSITIVE,0.9998576641082764
433,NEGATIVE,0.9374539852142334
434,NEGATIVE,0.996792733669281
435,POSITIVE,0.9856831431388855
436,POSITIVE,0.981263279914856
437,NEGATIVE,0.9997513890266418
438,NEGATIVE,0.9944230914115906
439,NEGATIVE,0.9478087425231934
440,NEGATIVE,0.998198926448822
441,POSITIVE,0.9998462200164795
442,POSITIVE,0.9977680444717407
443,POSITIVE,0.6069257855415344
444,POSITIVE,0.8819988369941711
445,POSITIVE,0.9784154295921326
446,POSITIVE,0.9996674060821533
447,POSITIVE,0.9990264177322388
448,NEGATIVE,0.9772816896438599
449,POSITIVE,0.9843097925186157
450,POSITIVE,0.9991624355316162
451,NEGATIVE,0.9906388521194458
452,NEGATIVE,0.9884001016616821
453,NEGATIVE,0.9628498554229736
454,NEGATIVE,0.9926431775093079
455,POSITIVE,0.9994993209838867
456,POSITIVE,0.9964320659637451
457,NEGATIVE,0.9951306581497192
458,POSITIVE,0.9992064833641052
459,POSITIVE,0.9997710585594177
460,POSITIVE,0.9742484092712402
461,NEGATIVE,0.9423975944519043
462,POSITIVE,0.9966617822647095
463,NEGATIVE,0.9921939373016357
464,POSITIVE,0.9719408750534058
465,NEGATIVE,0.9933672547340393
466,POSITIVE,0.8306304216384888
467,POSITIVE,0.97323077917099
468,POSITIVE,0.9997666478157043
469,POSITIVE,0.9851440787315369
470,POSITIVE,0.9875819683074951
471,NEGATIVE,0.9819667339324951
472,NEGATIVE,0.999001681804657
473,NEGATIVE,0.9815811514854431
474,NEGATIVE,0.9970691800117493
475,NEGATIVE,0.9991670846939087
476,POSITIVE,0.584802508354187
477,NEGATIVE,0.9945278763771057
478,NEGATIVE,0.9921567440032959
479,NEGATIVE,0.9919267892837524
480,POSITIVE,0.998801589012146
481,POSITIVE,0.9410644173622131
482,POSITIVE,0.9958587288856506
483,NEGATIVE,0.586148738861084
484,POSITIVE,0.9915544390678406
485,NEGATIVE,0.9997082352638245
486,NEGATIVE,0.9881392121315002
487,POSITIVE,0.9959858059883118
488,NEGATIVE,0.9932102560997009
489,NEGATIVE,0.9950927495956421
490,POSITIVE,0.9605444073677063
491,NEGATIVE,0.9996011853218079
492,POSITIVE,0.9951274394989014
493,NEGATIVE,0.9790864586830139
494,POSITIVE,0.9924790859222412
495,NEGATIVE,0.99922776222229
496,NEGATIVE,0.9996522665023804
497,NEGATIVE,0.9992094039916992
498,POSITIVE,0.9916403293609619
499,POSITIVE,0.999609649181366
500,NEGATIVE,0.9855766892433167
501,NEGATIVE,0.9981866478919983
502,POSITIVE,0.9996154308319092
503,NEGATIVE,0.9985346794128418
504,NEGATIVE,0.9970511198043823
505,POSITIVE,0.9995831847190857
506,POSITIVE,0.7184690237045288
507,NEGATIVE,0.998272180557251
508,NEGATIVE,0.9863376021385193
509,NEGATIVE,0.9646517634391785
510,POSITIVE,0.9827485680580139
511,NEGATIVE,0.9870172142982483
512,NEGATIVE,0.9768487811088562
513,POSITIVE,0.5187180638313293
514,NEGATIVE,0.9995254278182983
515,POSITIVE,0.9964476823806763
516,POSITIVE,0.9957591891288757
517,NEGATIVE,0.9988228678703308
518,NEGATIVE,0.9532935619354248
519,POSITIVE,0.9998007416725159
520,NEGATIVE,0.9993709921836853
521,POSITIVE,0.8172395825386047
522,NEGATIVE,0.9996107220649719
523,NEGATIVE,0.9950503706932068
524,NEGATIVE,0.9989529848098755
525,NEGATIVE,0.9996140599250793
526,NEGATIVE,0.9986374974250793
527,NEGATIVE,0.9995020627975464
528,NEGATIVE,0.9969345331192017
529,NEGATIVE,0.9969634413719177
530,NEGATIVE,0.9949918389320374
531,POSITIVE,0.9973256587982178
532,POSITIVE,0.9962155222892761
533,POSITIVE,0.9921992421150208
534,POSITIVE,0.9972858428955078
535,POSITIVE,0.8817445039749146
536,POSITIVE,0.8689566850662231
537,POSITIVE,0.9963569045066833
538,POSITIVE,0.9934267997741699
539,NEGATIVE,0.9960337281227112
540,NEGATIVE,0.9941067695617676
541,NEGATIVE,0.9995482563972473
542,NEGATIVE,0.9996919631958008
543,NEGATIVE,0.9986439347267151
544,NEGATIVE,0.9986936450004578
545,NEGATIVE,0.9938342571258545
546,POSITIVE,0.9982715845108032
547,NEGATIVE,0.9961243271827698
548,NEGATIVE,0.9984560012817383
549,NEGATIVE,0.9777790307998657
550,POSITIVE,0.9998113512992859
551,POSITIVE,0.9998075366020203
552,NEGATIVE,0.986422061920166
553,NEGATIVE,0.9977864027023315
554,POSITIVE,0.9914626479148865
555,NEGATIVE,0.992375910282135
556,NEGATIVE,0.9924862384796143
557,POSITIVE,0.9995025396347046
558,POSITIVE,0.9995256662368774
559,POSITIVE,0.9996485710144043
560,NEGATIVE,0.9987181425094604
561,NEGATIVE,0.9972892999649048
562,POSITIVE,0.9983543157577515
563,POSITIVE,0.9992114305496216
564,NEGATIVE,0.9995778203010559
565,NEGATIVE,0.9973512887954712
566,NEGATIVE,0.9890562295913696
567,POSITIVE,0.9960112571716309
568,NEGATIVE,0.9637549519538879
569,NEGATIVE,0.9993273019790649
570,NEGATIVE,0.9990856647491455
571,POSITIVE,0.9312969446182251
572,NEGATIVE,0.9959307312965393
573,NEGATIVE,0.9299899339675903
574,NEGATIVE,0.9993547797203064
575,POSITIVE,0.9988988637924194
576,NEGATIVE,0.983810305595398
577,NEGATIVE,0.9930225014686584
578,POSITIVE,0.9976605176925659
579,NEGATIVE,0.9085584878921509
580,POSITIVE,0.9994539618492126
581,POSITIVE,0.9992844462394714
582,NEGATIVE,0.9989031553268433
583,POSITIVE,0.9996148347854614
584,POSITIVE,0.9979388117790222
585,POSITIVE,0.8237729072570801
586,NEGATIVE,0.9973697662353516
587,POSITIVE,0.9994350075721741
588,POSITIVE,0.9992004036903381
589,NEGATIVE,0.9992848038673401
590,NEGATIVE,0.9982860684394836
591,NEGATIVE,0.8406344652175903
592,NEGATIVE,0.9961838126182556
593,NEGATIVE,0.9986592531204224
594,NEGATIVE,0.9948713779449463
595,NEGATIVE,0.9937466382980347
596,NEGATIVE,0.998816728591919
597,POSITIVE,0.9914098381996155
598,NEGATIVE,0.9870488047599792
599,POSITIVE,0.9995647072792053
600,NEGATIVE,0.7891284227371216
601,NEGATIVE,0.9986851811408997
602,NEGATIVE,0.9946282505989075
603,NEGATIVE,0.9917508959770203
604,NEGATIVE,0.9981997013092041
605,NEGATIVE,0.9800963997840881
606,NEGATIVE,0.9991278052330017
607,NEGATIVE,0.9973981380462646
608,NEGATIVE,0.9709469676017761
609,POSITIVE,0.9979891777038574
610,POSITIVE,0.9997653365135193
611,POSITIVE,0.8661983609199524
612,POSITIVE,0.9997031092643738
613,POSITIVE,0.998016357421875
614,NEGATIVE,0.7219669818878174
615,NEGATIVE,0.7481179237365723
616,NEGATIVE,0.9996015429496765
617,NEGATIVE,0.9947922825813293
618,POSITIVE,0.9930328130722046
619,POSITIVE,0.9997202754020691
620,NEGATIVE,0.9760658740997314
621,POSITIVE,0.9997896552085876
622,NEGATIVE,0.999325156211853
623,NEGATIVE,0.9017447829246521
624,NEGATIVE,0.9929131865501404
625,POSITIVE,0.9981687068939209
626,NEGATIVE,0.5041429400444031
627,NEGATIVE,0.9930974841117859
628,POSITIVE,0.9990707039833069
629,NEGATIVE,0.9996681213378906
630,POSITIVE,0.9961601495742798
631,NEGATIVE,0.9912261366844177
632,NEGATIVE,0.9995680451393127
633,POSITIVE,0.9849963188171387
634,POSITIVE,0.9997637867927551
635,POSITIVE,0.998496413230896
636,POSITIVE,0.9978942275047302
637,POSITIVE,0.7643123865127563
638,POSITIVE,0.9996935129165649
639,NEGATIVE,0.9910716414451599
640,NEGATIVE,0.9971000552177429
641,POSITIVE,0.9857062697410583
642,NEGATIVE,0.9489054679870605
643,POSITIVE,0.9640329480171204
644,POSITIVE,0.9990240335464478
645,POSITIVE,0.9965744018554688
646,POSITIVE,0.7072746157646179
647,NEGATIVE,0.956275463104248
648,NEGATIVE,0.9990971088409424
649,NEGATIVE,0.9984684586524963
650,POSITIVE,0.7570767402648926
651,POSITIVE,0.6787980198860168
652,POSITIVE,0.9979189038276672
653,POSITIVE,0.9296349883079529
654,NEGATIVE,0.9905926585197449
655,POSITIVE,0.9948681592941284
656,POSITIVE,0.9988256096839905
657,POSITIVE,0.9975383281707764
658,NEGATIVE,0.8275594115257263
659,NEGATIVE,0.9686400890350342
660,NEGATIVE,0.9911106824874878
661,POSITIVE,0.9978588223457336
662,POSITIVE,0.9699052572250366
663,POSITIVE,0.9997603297233582
664,NEGATIVE,0.9837921857833862
665,NEGATIVE,0.9960501790046692
666,NEGATIVE,0.9917227625846863
667,POSITIVE,0.9997299313545227
668,NEGATIVE,0.9962448477745056
669,POSITIVE,0.9980870485305786
670,NEGATIVE,0.7963520288467407
671,POSITIVE,0.9947146773338318
672,POSITIVE,0.9998395442962646
673,NEGATIVE,0.9937289953231812
674,POSITIVE,0.9997608065605164
675,NEGATIVE,0.9885087609291077
676,NEGATIVE,0.9945988655090332
677,NEGATIVE,0.9995821118354797
678,POSITIVE,0.9939717650413513
679,POSITIVE,0.9923143982887268
680,NEGATIVE,0.9973334074020386
681,NEGATIVE,0.9928330183029175
682,NEGATIVE,0.996179461479187
683,NEGATIVE,0.955916702747345
684,NEGATIVE,0.7539539933204651
685,NEGATIVE,0.9921561479568481
686,POSITIVE,0.9921315312385559
687,NEGATIVE,0.9690552949905396
688,NEGATIVE,0.9471261501312256
689,NEGATIVE,0.9950399994850159
690,POSITIVE,0.9899645447731018
691,NEGATIVE,0.9995212554931641
692,POSITIVE,0.5539752840995789
693,POSITIVE,0.9997851252555847
694,POSITIVE,0.9573162198066711
695,NEGATIVE,0.9067909717559814
696,NEGATIVE,0.9983218312263489
697,NEGATIVE,0.9935188889503479
698,NEGATIVE,0.9978997707366943
699,NEGATIVE,0.9979654550552368
700,NEGATIVE,0.9994671940803528
701,POSITIVE,0.9903863668441772
702,NEGATIVE,0.997130811214447
703,POSITIVE,0.9987666606903076
704,POSITIVE,0.999725878238678
705,NEGATIVE,0.9968871474266052
706,POSITIVE,0.9998117089271545
707,NEGATIVE,0.9838336110115051
708,POSITIVE,0.9962115287780762
709,NEGATIVE,0.9988893866539001
710,NEGATIVE,0.9901096820831299
711,NEGATIVE,0.8935657143592834
712,NEGATIVE,0.9996905326843262
713,POSITIVE,0.9996346235275269
714,NEGATIVE,0.9967953562736511
715,NEGATIVE,0.994182288646698
716,POSITIVE,0.5972509384155273
717,NEGATIVE,0.9919663667678833
718,NEGATIVE,0.9978289008140564
719,POSITIVE,0.9615052938461304
720,NEGATIVE,0.8802161812782288
721,POSITIVE,0.9998272061347961
722,NEGATIVE,0.9918919801712036
723,NEGATIVE,0.8734405040740967
724,NEGATIVE,0.9991699457168579
725,NEGATIVE,0.99709153175354
726,NEGATIVE,0.9561929702758789
727,POSITIVE,0.9994710087776184
728,NEGATIVE,0.9963476061820984
729,POSITIVE,0.9997443556785583
730,POSITIVE,0.9997538924217224
731,POSITIVE,0.932945966720581
732,NEGATIVE,0.9994847774505615
733,POSITIVE,0.9997953772544861
734,POSITIVE,0.9998563528060913
735,NEGATIVE,0.9997542500495911
736,NEGATIVE,0.9896317720413208
737,NEGATIVE,0.9844996929168701
738,NEGATIVE,0.9907346963882446
739,NEGATIVE,0.9876261353492737
740,POSITIVE,0.8390029072761536
741,NEGATIVE,0.9945988655090332
742,NEGATIVE,0.746344268321991
743,POSITIVE,0.9751439094543457
744,POSITIVE,0.9803484082221985
745,NEGATIVE,0.9705191850662231
746,POSITIVE,0.9998358488082886
747,NEGATIVE,0.9824981093406677
748,POSITIVE,0.9998728036880493
749,NEGATIVE,0.9703302383422852
750,NEGATIVE,0.9395225644111633
751,NEGATIVE,0.9941644072532654
752,NEGATIVE,0.7353147864341736
753,POSITIVE,0.9998379945755005
754,POSITIVE,0.9987615346908569
755,POSITIVE,0.9998365640640259
756,POSITIVE,0.9314522743225098
757,NEGATIVE,0.9922040700912476
